"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.pagename","Input.post_id","Input.comment_id","Input.comment","Answer.Language","Answer.question","Approve","Reject"
"3INZSNUD809XZKFKAB67W7MA9UI9DA","3TAMZSB5GQN1EGA6C5OLWP7GSLEQX7","Measure civility in news discussions through personal attacks","In this HIT we will ask you to read a comment from a Facebook conversation and judge whether the comment includes a personal attack. Please select all that apply (at least one should)","news discussions, facebook comments, classification","$0.10","Thu Oct 05 09:26:33 PDT 2017","3","BatchId:2961491;OriginalHitTemplateId:920937336;","3600","259200","Thu Oct 12 09:26:33 PDT 2017","","","3D3VGR7TA1Z87C73155IY3VF8FV3RC","A9K0CV70JWG1W","Submitted","Thu Oct 05 09:27:56 PDT 2017","Thu Oct 05 09:30:08 PDT 2017","Sun Oct 08 09:30:08 PDT 2017","","","","132","0% (0/0)","0% (0/0)","0% (0/0)","nytimes","5281959998_1919030691647777","1919030691647777_1919593241591522","Angela Merkel's conviction is admirable...","nytimes|5281959998_1919030691647777|1919030691647777_1919593241591522|Angela Merkel's conviction is admirable...","4"
"3INZSNUD809XZKFKAB67W7MA9UI9DA","3TAMZSB5GQN1EGA6C5OLWP7GSLEQX7","Measure civility in news discussions through personal attacks","In this HIT we will ask you to read a comment from a Facebook conversation and judge whether the comment includes a personal attack. Please select all that apply (at least one should)","news discussions, facebook comments, classification","$0.10","Thu Oct 05 09:26:33 PDT 2017","3","BatchId:2961491;OriginalHitTemplateId:920937336;","3600","259200","Thu Oct 12 09:26:33 PDT 2017","","","3TMFV4NEP9YZG5UVCGAKCJB7GG28WC","A273DS7TQWR9M1","Submitted","Thu Oct 05 09:30:56 PDT 2017","Thu Oct 05 09:34:51 PDT 2017","Sun Oct 08 09:34:51 PDT 2017","","","","235","0% (0/0)","0% (0/0)","0% (0/0)","nytimes","5281959998_1919030691647777","1919030691647777_1919593241591522","Angela Merkel's conviction is admirable...","nytimes|5281959998_1919030691647777|1919030691647777_1919593241591522|Angela Merkel's conviction is admirable...","5"
"3JMNNNO3B1NL86UC6XWIE83HA4E2WK","3TAMZSB5GQN1EGA6C5OLWP7GSLEQX7","Measure civility in news discussions through personal attacks","In this HIT we will ask you to read a comment from a Facebook conversation and judge whether the comment includes a personal attack. Please select all that apply (at least one should)","news discussions, facebook comments, classification","$0.10","Thu Oct 05 09:26:32 PDT 2017","3","BatchId:2961491;OriginalHitTemplateId:920937336;","3600","259200","Thu Oct 12 09:26:32 PDT 2017","","","30BUDKLTXEFMCNP2TI9BETUG7MW5ER","A177EXELDLWTWV","Submitted","Thu Oct 05 09:27:47 PDT 2017","Thu Oct 05 09:29:56 PDT 2017","Sun Oct 08 09:29:56 PDT 2017","","","","129","0% (0/0)","0% (0/0)","0% (0/0)","nytimes","5281959998_10151316451979999","10151316451979999_10151316538474999","Jeran Fox this guy lol ""Charles Goss: Where are these womens' husbands?!""","nytimes|5281959998_10151316451979999|10151316451979999_10151316538474999|Jeran Fox this guy lol","5"
"3JMNNNO3B1NL86UC6XWIE83HA4E2WK","3TAMZSB5GQN1EGA6C5OLWP7GSLEQX7","Measure civility in news discussions through personal attacks","In this HIT we will ask you to read a comment from a Facebook conversation and judge whether the comment includes a personal attack. Please select all that apply (at least one should)","news discussions, facebook comments, classification","$0.10","Thu Oct 05 09:26:32 PDT 2017","3","BatchId:2961491;OriginalHitTemplateId:920937336;","3600","259200","Thu Oct 12 09:26:32 PDT 2017","","","317HQ483I8C2IHXUT1VOTPSUQ03IN3","A3UWM3KJYEL5XU","Submitted","Thu Oct 05 09:28:06 PDT 2017","Thu Oct 05 09:29:04 PDT 2017","Sun Oct 08 09:29:04 PDT 2017","","","","58","0% (0/0)","0% (0/0)","0% (0/0)","nytimes","5281959998_10151316451979999","10151316451979999_10151316538474999","Jeran Fox this guy lol ""Charles Goss: Where are these womens' husbands?!""","nytimes|5281959998_10151316451979999|10151316451979999_10151316538474999|Jeran Fox this guy lol","5"
"3JMNNNO3B1NL86UC6XWIE83HA4E2WK","3TAMZSB5GQN1EGA6C5OLWP7GSLEQX7","Measure civility in news discussions through personal attacks","In this HIT we will ask you to read a comment from a Facebook conversation and judge whether the comment includes a personal attack. Please select all that apply (at least one should)","news discussions, facebook comments, classification","$0.10","Thu Oct 05 09:26:32 PDT 2017","3","BatchId:2961491;OriginalHitTemplateId:920937336;","3600","259200","Thu Oct 12 09:26:32 PDT 2017","","","3VNL7UK1XG3G330OPPBFZRLUZQXFTA","A1EQ2HDHF2WWSY","Submitted","Thu Oct 05 09:27:50 PDT 2017","Thu Oct 05 09:35:05 PDT 2017","Sun Oct 08 09:35:05 PDT 2017","","","","435","0% (0/0)","0% (0/0)","0% (0/0)","nytimes","5281959998_10151316451979999","10151316451979999_10151316538474999","Jeran Fox this guy lol ""Charles Goss: Where are these womens' husbands?!""","nytimes|5281959998_10151316451979999|10151316451979999_10151316538474999|Jeran Fox this guy lol","5"
"3L1EFR8WWTOUX4TG1H1XK7PVL7Y9FL","3TAMZSB5GQN1EGA6C5OLWP7GSLEQX7","Measure civility in news discussions through personal attacks","In this HIT we will ask you to read a comment from a Facebook conversation and judge whether the comment includes a personal attack. Please select all that apply (at least one should)","news discussions, facebook comments, classification","$0.10","Thu Oct 05 09:26:33 PDT 2017","3","BatchId:2961491;OriginalHitTemplateId:920937336;","3600","259200","Thu Oct 12 09:26:33 PDT 2017","","","3I2PTA7R3UEER90A9W8HAZ2CNFEQK8","A15FXHC1CVNW31","Submitted","Thu Oct 05 09:27:41 PDT 2017","Thu Oct 05 09:27:46 PDT 2017","Sun Oct 08 09:27:46 PDT 2017","","","","5","0% (0/0)","0% (0/0)","0% (0/0)","nytimes","5281959998_1918679185016261","1918679185016261_1919085808308932","Angela Chon tbt","nytimes|5281959998_1918679185016261|1918679185016261_1919085808308932|Angela Chon tbt","5"
"3L1EFR8WWTOUX4TG1H1XK7PVL7Y9FL","3TAMZSB5GQN1EGA6C5OLWP7GSLEQX7","Measure civility in news discussions through personal attacks","In this HIT we will ask you to read a comment from a Facebook conversation and judge whether the comment includes a personal attack. Please select all that apply (at least one should)","news discussions, facebook comments, classification","$0.10","Thu Oct 05 09:26:33 PDT 2017","3","BatchId:2961491;OriginalHitTemplateId:920937336;","3600","259200","Thu Oct 12 09:26:33 PDT 2017","","","3L4PIM1GQU09NF4RQQY8OXRSHGPYRC","A2YO837C0O1E91","Submitted","Thu Oct 05 09:27:40 PDT 2017","Thu Oct 05 09:28:18 PDT 2017","Sun Oct 08 09:28:18 PDT 2017","","","","38","0% (0/0)","0% (0/0)","0% (0/0)","nytimes","5281959998_1918679185016261","1918679185016261_1919085808308932","Angela Chon tbt","nytimes|5281959998_1918679185016261|1918679185016261_1919085808308932|Angela Chon tbt","5"
"3L1EFR8WWTOUX4TG1H1XK7PVL7Y9FL","3TAMZSB5GQN1EGA6C5OLWP7GSLEQX7","Measure civility in news discussions through personal attacks","In this HIT we will ask you to read a comment from a Facebook conversation and judge whether the comment includes a personal attack. Please select all that apply (at least one should)","news discussions, facebook comments, classification","$0.10","Thu Oct 05 09:26:33 PDT 2017","3","BatchId:2961491;OriginalHitTemplateId:920937336;","3600","259200","Thu Oct 12 09:26:33 PDT 2017","","","3YMTUJH0DT065N3Z58FW8NO3A0NT4Z","A177EXELDLWTWV","Submitted","Thu Oct 05 09:27:16 PDT 2017","Thu Oct 05 09:27:54 PDT 2017","Sun Oct 08 09:27:54 PDT 2017","","","","38","0% (0/0)","0% (0/0)","0% (0/0)","nytimes","5281959998_1918679185016261","1918679185016261_1919085808308932","Angela Chon tbt","nytimes|5281959998_1918679185016261|1918679185016261_1919085808308932|Angela Chon tbt","6"
"3M67TQBQQH7Z1DC8Q1F566E4ORL9A8","3TAMZSB5GQN1EGA6C5OLWP7GSLEQX7","Measure civility in news discussions through personal attacks","In this HIT we will ask you to read a comment from a Facebook conversation and judge whether the comment includes a personal attack. Please select all that apply (at least one should)","news discussions, facebook comments, classification","$0.10","Thu Oct 05 09:26:31 PDT 2017","3","BatchId:2961491;OriginalHitTemplateId:920937336;","3600","259200","Thu Oct 12 09:26:31 PDT 2017","","","3DYGAII7PMSF20XQMODP6GOBHPKQP9","A1EQ2HDHF2WWSY","Submitted","Thu Oct 05 09:27:45 PDT 2017","Thu Oct 05 09:32:52 PDT 2017","Sun Oct 08 09:32:52 PDT 2017","","","","307","0% (0/0)","0% (0/0)","0% (0/0)","nytimes","5281959998_1918731105011069","1918731105011069_1918963434987836","Stupid, just stupid","nytimes|5281959998_1918731105011069|1918731105011069_1918963434987836|Stupid, just stupid","1"
"3M67TQBQQH7Z1DC8Q1F566E4ORL9A8","3TAMZSB5GQN1EGA6C5OLWP7GSLEQX7","Measure civility in news discussions through personal attacks","In this HIT we will ask you to read a comment from a Facebook conversation and judge whether the comment includes a personal attack. Please select all that apply (at least one should)","news discussions, facebook comments, classification","$0.10","Thu Oct 05 09:26:31 PDT 2017","3","BatchId:2961491;OriginalHitTemplateId:920937336;","3600","259200","Thu Oct 12 09:26:31 PDT 2017","","","3QIYRE09Y41RIB1WLUAI1QB89YS1NU","A273DS7TQWR9M1","Submitted","Thu Oct 05 09:28:14 PDT 2017","Thu Oct 05 09:30:43 PDT 2017","Sun Oct 08 09:30:43 PDT 2017","","","","149","0% (0/0)","0% (0/0)","0% (0/0)","nytimes","5281959998_1918731105011069","1918731105011069_1918963434987836","Stupid, just stupid","nytimes|5281959998_1918731105011069|1918731105011069_1918963434987836|Stupid, just stupid","2"
"3M67TQBQQH7Z1DC8Q1F566E4ORL9A8","3TAMZSB5GQN1EGA6C5OLWP7GSLEQX7","Measure civility in news discussions through personal attacks","In this HIT we will ask you to read a comment from a Facebook conversation and judge whether the comment includes a personal attack. Please select all that apply (at least one should)","news discussions, facebook comments, classification","$0.10","Thu Oct 05 09:26:31 PDT 2017","3","BatchId:2961491;OriginalHitTemplateId:920937336;","3600","259200","Thu Oct 12 09:26:31 PDT 2017","","","3R6P78PK7LVMH3WJ09HXHCL605WTGM","A2T5CROJ0FWIJY","Submitted","Thu Oct 05 09:27:36 PDT 2017","Thu Oct 05 09:28:33 PDT 2017","Sun Oct 08 09:28:33 PDT 2017","","","","57","0% (0/0)","0% (0/0)","0% (0/0)","nytimes","5281959998_1918731105011069","1918731105011069_1918963434987836","Stupid, just stupid","nytimes|5281959998_1918731105011069|1918731105011069_1918963434987836|Stupid, just stupid","1"
"3M93N4X8HK6S7LBBTDS9G0MD624JS9","3TAMZSB5GQN1EGA6C5OLWP7GSLEQX7","Measure civility in news discussions through personal attacks","In this HIT we will ask you to read a comment from a Facebook conversation and judge whether the comment includes a personal attack. Please select all that apply (at least one should)","news discussions, facebook comments, classification","$0.10","Thu Oct 05 09:26:33 PDT 2017","3","BatchId:2961491;OriginalHitTemplateId:920937336;","3600","259200","Thu Oct 12 09:26:33 PDT 2017","","","3E7TUJ2EGD60L4DE0DB8KRHXT6ED9X","A9K0CV70JWG1W","Submitted","Thu Oct 05 09:27:50 PDT 2017","Thu Oct 05 09:29:12 PDT 2017","Sun Oct 08 09:29:12 PDT 2017","","","","82","0% (0/0)","0% (0/0)","0% (0/0)","nytimes","5281959998_119890108721277","119890108721277_119909895385965","Sarah Maher","nytimes|5281959998_119890108721277|119890108721277_119909895385965|Sarah Maher","5"
"3M93N4X8HK6S7LBBTDS9G0MD624JS9","3TAMZSB5GQN1EGA6C5OLWP7GSLEQX7","Measure civility in news discussions through personal attacks","In this HIT we will ask you to read a comment from a Facebook conversation and judge whether the comment includes a personal attack. Please select all that apply (at least one should)","news discussions, facebook comments, classification","$0.10","Thu Oct 05 09:26:33 PDT 2017","3","BatchId:2961491;OriginalHitTemplateId:920937336;","3600","259200","Thu Oct 12 09:26:33 PDT 2017","","","3MTMREQS4W2DZTNA9EUY8AH2641WA3","A3UWM3KJYEL5XU","Submitted","Thu Oct 05 09:27:56 PDT 2017","Thu Oct 05 09:28:40 PDT 2017","Sun Oct 08 09:28:40 PDT 2017","","","","44","0% (0/0)","0% (0/0)","0% (0/0)","nytimes","5281959998_119890108721277","119890108721277_119909895385965","Sarah Maher","nytimes|5281959998_119890108721277|119890108721277_119909895385965|Sarah Maher","5"
"3M93N4X8HK6S7LBBTDS9G0MD624JS9","3TAMZSB5GQN1EGA6C5OLWP7GSLEQX7","Measure civility in news discussions through personal attacks","In this HIT we will ask you to read a comment from a Facebook conversation and judge whether the comment includes a personal attack. Please select all that apply (at least one should)","news discussions, facebook comments, classification","$0.10","Thu Oct 05 09:26:33 PDT 2017","3","BatchId:2961491;OriginalHitTemplateId:920937336;","3600","259200","Thu Oct 12 09:26:33 PDT 2017","","","3O7L7BFSHF9YOBKH02S532YLC81IED","A273DS7TQWR9M1","Submitted","Thu Oct 05 09:27:24 PDT 2017","Thu Oct 05 09:29:53 PDT 2017","Sun Oct 08 09:29:53 PDT 2017","","","","149","0% (0/0)","0% (0/0)","0% (0/0)","nytimes","5281959998_119890108721277","119890108721277_119909895385965","Sarah Maher","nytimes|5281959998_119890108721277|119890108721277_119909895385965|Sarah Maher","5"
"3MD8CKRQZZ6G66BYEOS4QQHHK0LJRL","3TAMZSB5GQN1EGA6C5OLWP7GSLEQX7","Measure civility in news discussions through personal attacks","In this HIT we will ask you to read a comment from a Facebook conversation and judge whether the comment includes a personal attack. Please select all that apply (at least one should)","news discussions, facebook comments, classification","$0.10","Thu Oct 05 09:26:33 PDT 2017","3","BatchId:2961491;OriginalHitTemplateId:920937336;","3600","259200","Thu Oct 12 09:26:33 PDT 2017","","","31Z0PCVWULZ3OALI76D3BZ8D12E7TY","A177EXELDLWTWV","Submitted","Thu Oct 05 09:27:20 PDT 2017","Thu Oct 05 09:28:25 PDT 2017","Sun Oct 08 09:28:25 PDT 2017","","","","65","0% (0/0)","0% (0/0)","0% (0/0)","nytimes","5281959998_118439812199640","118439812199640_118789218831366","Go jackets","nytimes|5281959998_118439812199640|118439812199640_118789218831366|Go jackets","5"
"3MD8CKRQZZ6G66BYEOS4QQHHK0LJRL","3TAMZSB5GQN1EGA6C5OLWP7GSLEQX7","Measure civility in news discussions through personal attacks","In this HIT we will ask you to read a comment from a Facebook conversation and judge whether the comment includes a personal attack. Please select all that apply (at least one should)","news discussions, facebook comments, classification","$0.10","Thu Oct 05 09:26:33 PDT 2017","3","BatchId:2961491;OriginalHitTemplateId:920937336;","3600","259200","Thu Oct 12 09:26:33 PDT 2017","","","37FMASSAYDB0H88XQBQF2US09BOIBD","A273DS7TQWR9M1","Submitted","Thu Oct 05 09:27:22 PDT 2017","Thu Oct 05 09:29:04 PDT 2017","Sun Oct 08 09:29:04 PDT 2017","","","","102","0% (0/0)","0% (0/0)","0% (0/0)","nytimes","5281959998_118439812199640","118439812199640_118789218831366","Go jackets","nytimes|5281959998_118439812199640|118439812199640_118789218831366|Go jackets","5"
"3MD8CKRQZZ6G66BYEOS4QQHHK0LJRL","3TAMZSB5GQN1EGA6C5OLWP7GSLEQX7","Measure civility in news discussions through personal attacks","In this HIT we will ask you to read a comment from a Facebook conversation and judge whether the comment includes a personal attack. Please select all that apply (at least one should)","news discussions, facebook comments, classification","$0.10","Thu Oct 05 09:26:33 PDT 2017","3","BatchId:2961491;OriginalHitTemplateId:920937336;","3600","259200","Thu Oct 12 09:26:33 PDT 2017","","","3SBEHTYCWONWUG18034ZA5Q1UK6YI8","A2YO837C0O1E91","Submitted","Thu Oct 05 09:27:20 PDT 2017","Thu Oct 05 09:27:33 PDT 2017","Sun Oct 08 09:27:33 PDT 2017","","","","13","0% (0/0)","0% (0/0)","0% (0/0)","nytimes","5281959998_118439812199640","118439812199640_118789218831366","Go jackets","nytimes|5281959998_118439812199640|118439812199640_118789218831366|Go jackets","5"
"3MDWE879UHL4KNH0WFF11HYA6969B3","3TAMZSB5GQN1EGA6C5OLWP7GSLEQX7","Measure civility in news discussions through personal attacks","In this HIT we will ask you to read a comment from a Facebook conversation and judge whether the comment includes a personal attack. Please select all that apply (at least one should)","news discussions, facebook comments, classification","$0.10","Thu Oct 05 09:26:32 PDT 2017","3","BatchId:2961491;OriginalHitTemplateId:920937336;","3600","259200","Thu Oct 12 09:26:32 PDT 2017","","","39OWYR0EPLBCKPZIZVYE78D9ESFFYZ","ABMPX2Y2IRBMG","Submitted","Thu Oct 05 09:27:57 PDT 2017","Thu Oct 05 09:48:25 PDT 2017","Sun Oct 08 09:48:25 PDT 2017","","","","1228","0% (0/0)","0% (0/0)","0% (0/0)","nytimes","5281959998_10151309605854999","10151309605854999_10151309624784999","57D UEY","nytimes|5281959998_10151309605854999|10151309605854999_10151309624784999|57D UEY","6"
"3MDWE879UHL4KNH0WFF11HYA6969B3","3TAMZSB5GQN1EGA6C5OLWP7GSLEQX7","Measure civility in news discussions through personal attacks","In this HIT we will ask you to read a comment from a Facebook conversation and judge whether the comment includes a personal attack. Please select all that apply (at least one should)","news discussions, facebook comments, classification","$0.10","Thu Oct 05 09:26:32 PDT 2017","3","BatchId:2961491;OriginalHitTemplateId:920937336;","3600","259200","Thu Oct 12 09:26:32 PDT 2017","","","3A1COHJ8NKFHJFZ6HHOKBG1K1SP8HC","A3UWM3KJYEL5XU","Submitted","Thu Oct 05 09:28:02 PDT 2017","Thu Oct 05 09:28:56 PDT 2017","Sun Oct 08 09:28:56 PDT 2017","","","","54","0% (0/0)","0% (0/0)","0% (0/0)","nytimes","5281959998_10151309605854999","10151309605854999_10151309624784999","57D UEY","nytimes|5281959998_10151309605854999|10151309605854999_10151309624784999|57D UEY","6"
"3MDWE879UHL4KNH0WFF11HYA6969B3","3TAMZSB5GQN1EGA6C5OLWP7GSLEQX7","Measure civility in news discussions through personal attacks","In this HIT we will ask you to read a comment from a Facebook conversation and judge whether the comment includes a personal attack. Please select all that apply (at least one should)","news discussions, facebook comments, classification","$0.10","Thu Oct 05 09:26:32 PDT 2017","3","BatchId:2961491;OriginalHitTemplateId:920937336;","3600","259200","Thu Oct 12 09:26:32 PDT 2017","","","3SPJ033422NSPRLEILPZM6517ZVYJK","A273DS7TQWR9M1","Submitted","Thu Oct 05 09:27:21 PDT 2017","Thu Oct 05 09:28:45 PDT 2017","Sun Oct 08 09:28:45 PDT 2017","","","","84","0% (0/0)","0% (0/0)","0% (0/0)","nytimes","5281959998_10151309605854999","10151309605854999_10151309624784999","57D UEY","nytimes|5281959998_10151309605854999|10151309605854999_10151309624784999|57D UEY","6"
"3OND0WXMHWYV6WB34I5JF62JSJREHY","3TAMZSB5GQN1EGA6C5OLWP7GSLEQX7","Measure civility in news discussions through personal attacks","In this HIT we will ask you to read a comment from a Facebook conversation and judge whether the comment includes a personal attack. Please select all that apply (at least one should)","news discussions, facebook comments, classification","$0.10","Thu Oct 05 09:26:30 PDT 2017","3","BatchId:2961491;OriginalHitTemplateId:920937336;","3600","259200","Thu Oct 12 09:26:30 PDT 2017","","","3GA6AFUKOP8VIIT050TOKZT9L6X3HF","A2T5CROJ0FWIJY","Submitted","Thu Oct 05 09:27:46 PDT 2017","Thu Oct 05 09:30:27 PDT 2017","Sun Oct 08 09:30:27 PDT 2017","","","","161","0% (0/0)","0% (0/0)","0% (0/0)","nytimes","5281959998_1920170831533763","1920170831533763_1920510258166487","The world is watching but also God the almighty, he cares and is going to take action soon","nytimes|5281959998_1920170831533763|1920170831533763_1920510258166487|The world is watching but also God the almighty, he cares and is going to take action soon","5"
"3OND0WXMHWYV6WB34I5JF62JSJREHY","3TAMZSB5GQN1EGA6C5OLWP7GSLEQX7","Measure civility in news discussions through personal attacks","In this HIT we will ask you to read a comment from a Facebook conversation and judge whether the comment includes a personal attack. Please select all that apply (at least one should)","news discussions, facebook comments, classification","$0.10","Thu Oct 05 09:26:30 PDT 2017","3","BatchId:2961491;OriginalHitTemplateId:920937336;","3600","259200","Thu Oct 12 09:26:30 PDT 2017","","","3MRNMEIQW6QVM6ENPAEYP08ST0VLD2","A15FXHC1CVNW31","Submitted","Thu Oct 05 09:28:06 PDT 2017","Thu Oct 05 09:28:13 PDT 2017","Sun Oct 08 09:28:13 PDT 2017","","","","7","0% (0/0)","0% (0/0)","0% (0/0)","nytimes","5281959998_1920170831533763","1920170831533763_1920510258166487","The world is watching but also God the almighty, he cares and is going to take action soon","nytimes|5281959998_1920170831533763|1920170831533763_1920510258166487|The world is watching but also God the almighty, he cares and is going to take action soon","5"
"3OND0WXMHWYV6WB34I5JF62JSJREHY","3TAMZSB5GQN1EGA6C5OLWP7GSLEQX7","Measure civility in news discussions through personal attacks","In this HIT we will ask you to read a comment from a Facebook conversation and judge whether the comment includes a personal attack. Please select all that apply (at least one should)","news discussions, facebook comments, classification","$0.10","Thu Oct 05 09:26:30 PDT 2017","3","BatchId:2961491;OriginalHitTemplateId:920937336;","3600","259200","Thu Oct 12 09:26:30 PDT 2017","","","3R2PKQ87NXSW0ZCUH0GOGA3ULATIM3","A9K0CV70JWG1W","Submitted","Thu Oct 05 09:28:00 PDT 2017","Thu Oct 05 09:30:30 PDT 2017","Sun Oct 08 09:30:30 PDT 2017","","","","150","0% (0/0)","0% (0/0)","0% (0/0)","nytimes","5281959998_1920170831533763","1920170831533763_1920510258166487","The world is watching but also God the almighty, he cares and is going to take action soon","nytimes|5281959998_1920170831533763|1920170831533763_1920510258166487|The world is watching but also God the almighty, he cares and is going to take action soon","5"
"3OND0WXMHWYV6WB34I5JF62JSJRHE1","3TAMZSB5GQN1EGA6C5OLWP7GSLEQX7","Measure civility in news discussions through personal attacks","In this HIT we will ask you to read a comment from a Facebook conversation and judge whether the comment includes a personal attack. Please select all that apply (at least one should)","news discussions, facebook comments, classification","$0.10","Thu Oct 05 09:26:33 PDT 2017","3","BatchId:2961491;OriginalHitTemplateId:920937336;","3600","259200","Thu Oct 12 09:26:33 PDT 2017","","","358UUM7WR0NQ8V8Q3H88BK7VDHH7RL","A3UWM3KJYEL5XU","Submitted","Thu Oct 05 09:27:20 PDT 2017","Thu Oct 05 09:27:47 PDT 2017","Sun Oct 08 09:27:47 PDT 2017","","","","27","0% (0/0)","0% (0/0)","0% (0/0)","nytimes","5281959998_1919439628273550","1919439628273550_1919690461581800","Verde güey, la gente está bien loca","nytimes|5281959998_1919439628273550|1919439628273550_1919690461581800|Verde güey, la gente está bien loca","6"
"3OND0WXMHWYV6WB34I5JF62JSJRHE1","3TAMZSB5GQN1EGA6C5OLWP7GSLEQX7","Measure civility in news discussions through personal attacks","In this HIT we will ask you to read a comment from a Facebook conversation and judge whether the comment includes a personal attack. Please select all that apply (at least one should)","news discussions, facebook comments, classification","$0.10","Thu Oct 05 09:26:33 PDT 2017","3","BatchId:2961491;OriginalHitTemplateId:920937336;","3600","259200","Thu Oct 12 09:26:33 PDT 2017","","","3II4UPYCOKR6D3U0HFMU6M7M36HQDV","ABMPX2Y2IRBMG","Submitted","Thu Oct 05 09:27:30 PDT 2017","Thu Oct 05 09:40:20 PDT 2017","Sun Oct 08 09:40:20 PDT 2017","","","","770","0% (0/0)","0% (0/0)","0% (0/0)","nytimes","5281959998_1919439628273550","1919439628273550_1919690461581800","Verde güey, la gente está bien loca","nytimes|5281959998_1919439628273550|1919439628273550_1919690461581800|Verde güey, la gente está bien loca","6"
"3OND0WXMHWYV6WB34I5JF62JSJRHE1","3TAMZSB5GQN1EGA6C5OLWP7GSLEQX7","Measure civility in news discussions through personal attacks","In this HIT we will ask you to read a comment from a Facebook conversation and judge whether the comment includes a personal attack. Please select all that apply (at least one should)","news discussions, facebook comments, classification","$0.10","Thu Oct 05 09:26:33 PDT 2017","3","BatchId:2961491;OriginalHitTemplateId:920937336;","3600","259200","Thu Oct 12 09:26:33 PDT 2017","","","3S96KQ6I9NOJ5JMSYJGPBRI9NDGTDC","A1EQ2HDHF2WWSY","Submitted","Thu Oct 05 09:27:27 PDT 2017","Thu Oct 05 09:27:37 PDT 2017","Sun Oct 08 09:27:37 PDT 2017","","","","10","0% (0/0)","0% (0/0)","0% (0/0)","nytimes","5281959998_1919439628273550","1919439628273550_1919690461581800","Verde güey, la gente está bien loca","nytimes|5281959998_1919439628273550|1919439628273550_1919690461581800|Verde güey, la gente está bien loca","6"
"3OWZNK3RYL88G257BXHHWKIKPO32UL","3TAMZSB5GQN1EGA6C5OLWP7GSLEQX7","Measure civility in news discussions through personal attacks","In this HIT we will ask you to read a comment from a Facebook conversation and judge whether the comment includes a personal attack. Please select all that apply (at least one should)","news discussions, facebook comments, classification","$0.10","Thu Oct 05 09:26:31 PDT 2017","3","BatchId:2961491;OriginalHitTemplateId:920937336;","3600","259200","Thu Oct 12 09:26:31 PDT 2017","","","3AUQQEL7U6D4JRPNR2S9X2MBQ9O0V7","A273DS7TQWR9M1","Submitted","Thu Oct 05 09:27:24 PDT 2017","Thu Oct 05 09:29:50 PDT 2017","Sun Oct 08 09:29:50 PDT 2017","","","","146","0% (0/0)","0% (0/0)","0% (0/0)","nytimes","5281959998_1918601078357405","1918601078357405_295924994223281","Forget the winery come to me","nytimes|5281959998_1918601078357405|1918601078357405_295924994223281|Forget the winery come to me","5"
"3OWZNK3RYL88G257BXHHWKIKPO32UL","3TAMZSB5GQN1EGA6C5OLWP7GSLEQX7","Measure civility in news discussions through personal attacks","In this HIT we will ask you to read a comment from a Facebook conversation and judge whether the comment includes a personal attack. Please select all that apply (at least one should)","news discussions, facebook comments, classification","$0.10","Thu Oct 05 09:26:31 PDT 2017","3","BatchId:2961491;OriginalHitTemplateId:920937336;","3600","259200","Thu Oct 12 09:26:31 PDT 2017","","","3DR23U6WE6YOXP0SUER9H90UNPHTE5","A3UWM3KJYEL5XU","Submitted","Thu Oct 05 09:27:30 PDT 2017","Thu Oct 05 09:28:03 PDT 2017","Sun Oct 08 09:28:03 PDT 2017","","","","33","0% (0/0)","0% (0/0)","0% (0/0)","nytimes","5281959998_1918601078357405","1918601078357405_295924994223281","Forget the winery come to me","nytimes|5281959998_1918601078357405|1918601078357405_295924994223281|Forget the winery come to me","5"
"3OWZNK3RYL88G257BXHHWKIKPO32UL","3TAMZSB5GQN1EGA6C5OLWP7GSLEQX7","Measure civility in news discussions through personal attacks","In this HIT we will ask you to read a comment from a Facebook conversation and judge whether the comment includes a personal attack. Please select all that apply (at least one should)","news discussions, facebook comments, classification","$0.10","Thu Oct 05 09:26:31 PDT 2017","3","BatchId:2961491;OriginalHitTemplateId:920937336;","3600","259200","Thu Oct 12 09:26:31 PDT 2017","","","3F6HPJW4JEKOUQS6WZ1J2SY4UG9W2W","A2T5CROJ0FWIJY","Submitted","Thu Oct 05 09:27:47 PDT 2017","Thu Oct 05 09:30:34 PDT 2017","Sun Oct 08 09:30:34 PDT 2017","","","","167","0% (0/0)","0% (0/0)","0% (0/0)","nytimes","5281959998_1918601078357405","1918601078357405_295924994223281","Forget the winery come to me","nytimes|5281959998_1918601078357405|1918601078357405_295924994223281|Forget the winery come to me","5"
